X,Age,AnnualIncome,CreditScore,Experience,LoanAmount,LoanDuration,NumberOfDependents,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
3336,23,106482,563,2,23196,36,4,352,0.150689171098385,7,3,0.292684734026325,0,0,27,2,621,1953,6165,9376,8873.5,0.526204835182337,3,8083,0.226696,0.19873285940644,860.549578663334,0.136648400142372,1,43.2
3337,38,18402,575,15,19899,12,1,264,0.292423959390392,2,1,0.30679431507583,0,0,17,3,663,1568,6868,7480,1533.5,0.787471960030605,9,8565,0.197399,0.2368788,1878.63700427783,1.39722008756298,0,59
3338,46,37869,643,26,30974,12,1,626,0.0320793864696305,3,3,0.142497662064786,0,0,29,2,5961,4011,9972,232745,3155.75,0.741816351073869,4,6728,0.174474,0.192941518524618,2858.80796802438,1.10427250828627,0,51
3339,61,29857,672,41,10358,24,0,443,0.35158490484312,2,1,0.277977182751281,0,0,29,16,1956,2863,85498,85442,2488.08333333333,0.876725119118638,8,5505,0.149358,0.175181410271019,514.705483000292,0.384916964062146,0,48
3340,48,55147,566,25,50667,36,3,739,0.159426879467493,1,3,0.154937212223636,0,0,26,14,5604,393,80931,20301,4595.58333333333,0.704791212869491,4,60630,0.252667,0.215357788619099,1922.8489355809,0.579218946215945,0,47
3341,37,68603,610,15,25740,48,2,556,0.105814676713297,7,1,0.363920434541864,0,0,26,4,5858,848,99297,38858,5716.91666666667,0.784968614654724,4,60439,0.21574,0.235417884712717,832.664240683247,0.242904404883153,0,51
3342,27,15000,564,3,17421,96,2,102,0.442958796491542,4,0,0.203714607037548,0,0,22,1,10301,178,13216,99491,1250,0.830098055851729,3,5445,0.270421,0.287421088536875,465.217525585538,0.453774020468431,0,59
3343,54,66901,472,32,12159,60,0,513,0.0719733968304472,4,0,0.402691653244531,0,0,24,7,2140,507,9321,23307,5575.08333333333,0.66623226577469,8,2106,0.281159,0.274082801860027,374.251840053105,0.15914593325417,0,56
3344,28,54472,491,7.03008996365857,8423,60,1,230,0.396257248157495,6,0,0.304655518566832,0,0,26,4,12673,1390,134544,20381,4539.33333333333,0.93828265057236,6,114163,0.267923,0.290502438621344,267.619476989166,0.109623911805515,0,53
3345,59,57097,640,36,30129,84,2,448,0.213628734665385,4,0,0.487569056123224,0,0,30,14,629,1461,75747,33483,4758.08333333333,0.9100837109626,8,42264,0.235129,0.25511856317444,772.502158003509,0.256511303501797,0,56
3346,36,22607,454,15,15816,72,3,449,0.0845321890798418,1,1,0.198893268835143,0,0,20,11,5079,1341,326022,2252,1883.91666666667,0.717530899765167,10,323770,0.303816,0.337182374360448,514.351749704705,0.511355818837372,0,45
3347,59,69113,621,38,23891,72,0,461,0.352756972622096,2,1,0.311949140415467,0,0,21,6,681,893,95714,22424,5759.41666666667,0.659977716069514,5,73290,0.228391,0.243739579991964,634.408907944354,0.190194419216822,0,51
3348,48,163034,622,26.1601824082281,29120,36,1,366,0.358801361580202,1,1,0.394320843514701,0,0,32,25,3798,1593,36409,39423,13586.1666666667,0.923925769212997,7,6093,0.20312,0.194826310927655,1074.54242078613,0.106030086052195,1,39.2
3349,38,37763,492,16,34025,60,0,632,0.185138700358037,2,1,0.322644148862298,0,0,20,8,901,2113,4501,11874,3146.91666666667,0.664619896406205,5,2332,0.293025,0.297455156190602,1095.51167236165,0.548953739595367,0,55
3350,33,42785,634,7,5525,36,0,326,0.114402922771139,6,4,0.141032472679693,0,0,27,29,13959,4561,49617,10779,3565.41666666667,0.978833592777588,3,38838,0.173525,0.13882,188.514913032325,0.144307092588241,1,40
3351,35,60825,475,15,21091,96,1,345,0.602761366906784,3,0,0.0333594529136713,0,0,18,20,1158,6807,19335,168494,5068.75,0.581727556613195,2,2188,0.318591,0.318040194285729,608.36406254499,0.18808662146387,0,52
3352,45,37910,535,20,22355,12,3,529,0.173388531394856,4,0,0.347130980169989,0,0,12,28,2826,2792,23199,19354,3159.16666666667,0.983023839688582,5,3845,0.219855,0.213362606523298,2085.16784271905,0.827486523677884,0,54
3353,40,49498,634,16,23583,60,0,507,0.210878254233112,6,1,0.191820381510929,0,0,23,13,615,345,26746,28966,4124.83333333333,0.917279354119062,3,8727,0.211583,0.233651649098332,669.772946535072,0.285289816930399,0,48
3354,32,76680,606,6,6539,72,1,440,0.0793797907401337,1,0,0.278952501023469,0,0,24,29,3759,7595,41659,63506,6390,0.638934767668207,3,5901,0.218539,0.241707706913333,172.829654731317,0.0959044843085003,0,48
3355,38,39807,607,9,11806,48,0,522,0.232842859564999,5,0,0.599331318664782,0,0,24,17,2209,483,92479,10051,3317.25,0.775473284789463,3,82428,0.203306,0.190279180470562,353.174745241849,0.263825381036054,0,54
3356,40,63247,521,15,25520,72,0,583,0.0912207513749942,3,3,0.359365652726849,0,0,23,6,2946,1085,63016,32354,5270.58333333333,0.800699614365649,5,30662,0.28002,0.254168780834865,693.979299994639,0.242284244310966,0,55
3357,18,145126,592,0,12982,96,2,168,0.0362805820389755,2,1,0.25829419987864,1,0,26,6,809,256,85699,19915,12093.8333333333,0.59020567703557,6,65784,0.251982,0.239298298784721,304.650287769067,0.0390819250391301,1,48.8
3358,45,137663,562,25,15425,60,0,517,0.261838068442038,0,0,0.288758884048345,0,0,18,3,3169,5260,24620,30976,11471.9166666667,0.532251304757056,4,2562,0.239425,0.252579931780096,455.080196116257,0.0847356395937549,1,42.4
3359,28,28009,613,8,36353,72,0,536,0.303914521313961,3,1,0.258292941473653,0,0,18,18,3228,2961,64829,6837,2334.08333333333,0.86475252348001,7,57992,0.244853,0.274246656971633,1034.01945688955,0.672649272829255,0,49
3360,26,105745,528,3,15879,48,1,865,0.546024482376003,5,0,0.2047799544447,0,0,25,8,335,2662,125243,43924,8812.08333333333,0.85415048509901,6,81319,0.246879,0.269236988533301,543.681818909918,0.15985797746389,0,51
3361,19,105391,554,0,18534,60,1,490,0.104278108595309,3,2,0.395152427355441,0,1,23,24,4492,350,79255,19366,8782.58333333333,0.817191501462001,2,59889,0.246534,0.259549255095016,554.422189349545,0.118919701608245,0,56
3362,18,96896,579,0,16882,60,0,436,0.0896306779686529,7,1,0.073248577054049,0,0,23,16,1238,1555,6969,93251,8074.66666666667,0.933005369711779,2,2012,0.232382,0.235833134508829,481.586311271721,0.113637670649569,0,48
3363,23,26957,604,5,17237,60,4,481,0.41045231192987,4,1,0.249750903911439,0,1,25,5,2281,4252,61134,28109,2246.41666666667,0.809875214617876,5,33025,0.220237,0.181703816526036,439.305727679719,0.409677216758416,0,60
3364,31,44704,587,6,42377,84,4,307,0.478810547709498,2,0,0.156391531694385,0,0,20,22,5297,722,110710,14780,3725.33333333333,0.720363072818865,6,95930,0.273877,0.3286524,1294.3841200603,0.4298633106819,0,50
3365,63,40555,636,41,12775,48,1,337,0.263938545392585,2,0,0.688192728094136,0,0,32,12,3079,1295,139353,28481,3379.58333333333,0.738324510370408,8,110872,0.189775,0.162743929224343,363.844884209111,0.207376121575868,1,41.6
3366,33,66880,633,10,19470,48,1,167,0.297995416291384,5,1,0.488070534995168,0,0,22,8,4279,3973,76087,23940,5573.33333333333,0.646682236305486,6,52147,0.19797,0.207313138045141,600.091892789193,0.137636105165525,1,41.6
3367,42,142019,543,21,34517,120,0,223,0.582298926780674,1,1,0.365598584141876,0,0,30,2,5066,3572,30848,10818,11834.9166666667,0.61064281340548,6,20030,0.318017,0.305391507197567,923.705325890721,0.0968917110435128,1,45.6
3368,44,54570,637,25,13231,36,1,439,0.141977347472554,1,2,0.0777702812627257,0,0,26,7,1778,622,61129,34550,4547.5,0.890558978385367,3,26588.3486666667,0.179731,0.199932949740835,491.666170342884,0.204654462967099,1,40
3369,41,17852,640,20.8042537515786,23453,24,1,651,0.300918572688359,4,1,0.240262554704536,0,0,23,21,17420,524,71006,36718,1487.66666666667,0.803307980151702,5,34288,0.178453,0.183449429578846,1174.78258041024,1.22727935048862,0,51
3370,39,44890,587,14,34723,48,2,120,0.76623110954371,0,1,0.412570596341859,0,0,24,1,3192,956,120835,12951,3740.83333333333,0.745764442618049,4,107884,0.236223,0.271646182822942,1193.63096399831,0.351159981465353,0,59
3371,25,30423,554,3,29866,84,4,301,0.227008617392391,2,2,0.372666123293205,0,0,26,12,10014,2064,277612,13611,2535.25,0.698162384551776,2,264001,0.277866,0.260742802999073,776.591491259684,0.425043483388101,0,49
3372,57,182454,578,31.4347720870575,11888,36,0,257,0.353312621854161,6,1,0.32497072434918,0,0,20,14,834,1079,54110,16969,15204.5,0.910064591746854,5,37141,0.207888,0.199395658511073,441.434699121445,0.0459360517689792,1,44
3373,61,32195,574,39,22012,72,1,328,0.176879122886821,2,3,0.176868541250257,0,0,23,6,2346,535,64548,50948,2682.91666666667,0.899492415469502,6,13600,0.250012,0.254563125236089,599.119438429879,0.345564008732988,0,52
3374,19,35178,488,5.11109050963931,12225,60,1,791,0.515821458896885,3,1,0.0865539019675236,0,0,24,21,4334,723,72139,4813,2931.5,0.860228120617228,2,67326,0.273225,0.251972316850676,360.234878848587,0.39271188089667,0,50
3375,27,39733,394,3,25433,24,1,333,0.390254086059574,2,1,0.366077334014231,0,0,17,19,22798,4548,42002,49577,3311.08333333333,0.604078822542702,5,1477,0.303433,0.310203312969466,1435.42262387103,0.534091850261806,0,55
3376,36,105539,561,12,16868,48,0,702,0.136884405626134,3,1,0.168471619502223,0,0,23,19,2333,204,70234,74082,8794.91666666667,0.723413425001525,3,8538,0.231368,0.238305415790939,548.348718066107,0.142167204699621,1,38.4
3377,28,75074,591,3,11461,48,2,1011,0.491608238224725,4,1,0.472174870326237,0,0,16,25,898,465,112943,49585,6256.16666666667,0.732687894933877,8,63358,0.210961,0.204916690576947,351.771731390812,0.217828552850384,1,44
3378,46,75330,570,22,18964,48,0,414,0.0389017446276106,3,1,0.153612579213892,0,0,27,10,13517,500,26370,20472,6277.5,0.781456767535034,4,5898,0.228964,0.213969489236946,591.289878827266,0.160141756882081,1,39.2
3379,31,63188,615,8,10611,72,3,232,0.223908321289644,4,4,0.109169692904898,1,0,24,4,6511,238,245466,29767,5265.66666666667,0.890054471359145,3,215699,0.218111,0.213114037627714,262.293566198495,0.0938710323856102,0,58
3380,65,66775,571,44,12703,48,0,305,0.457856789325866,6,0,0.138265572423216,0,0,21,26,1125,1336,49712,4319,5564.58333333333,0.903308330055163,3,45393,0.222203,0.228998307370778,406.453002628545,0.127853778083752,1,43.2
3381,54,45523,562,32,22387,24,0,793,0.359893526567139,3,3,0.46518205701611,0,0,29,14,221,1529,105717,11995,3793.58333333333,0.639550898528436,5,93722,0.216387,0.215315100370941,1156.22343726662,0.513821172752222,0,55
3382,42,147184,573,18,26497,72,2,478,0.0761993790380619,1,0,0.417957157289873,0,0,25,19,4441,464,74506,14620,12265.3333333333,0.779028660436094,8,59886,0.254997,0.242911153899688,702.272075161292,0.0962282918111717,1,43.2
3383,52,20675,517,33,8699,12,0,92,0.0342871765297939,5,1,0.684429169503618,0,0,19,12,796,1339,36622,2641,1722.91666666667,0.550593885765929,3,33981,0.215199,0.222125298545226,815.067549225279,0.526472096285531,0,59
3384,53,15000,628,28,17304,12,2,177,0.316523615332542,3,1,0.388189686303572,0,0,22,15,3712,241,52336,49726,1250,0.997667626765459,5,2610,0.168304,0.181371269819176,1587.56008490861,1.41164806792689,0,53
3385,33,47531,578,11,31525,72,4,398,0.0230460222809275,2,1,0.291643503741227,0,1,27,15,3449,777,57457,7413,3960.91666666667,0.788644685085484,2,50044,0.257525,0.244429106343826,838.449906272953,0.312162564963402,0,56
3386,30,88680,585,9,12985,96,1,851,0.147329353993488,1,0,0.677749623477031,0,0,26,22,6989,211,43049,21288,7390,0.774090741305006,5,21761,0.255485,0.273730213540914,334.583114958938,0.160430732741399,0,56
3387,40,48306,614,20,18243,108,0,356,0.528880463043206,4,3,0.197726171569987,0,0,31,1,12496,700,365016,38124,4025.5,0.829856892480886,7,326892,0.256243,0.3074916,499.989635270194,0.21264181723269,0,47
3388,50,21199,674,26,32593,48,2,446,0.227162141236948,4,1,0.261178816460131,0,0,20,29,1741,471,122376,38552,1766.58333333333,0.976107097745872,8,83824,0.190593,0.201543714166436,994.499492993331,0.81541553450257,0,46
3389,41,64011,535,19,17773,48,3,468,0.21686437193306,6,0,0.447200839181427,0,0,24,8,1022,357,163380,49678,5334.25,0.976482110962221,3,113702,0.245273,0.260142391839827,599.40008459189,0.20010312313669,0,53
3390,21,26829,552,0,39912,36,2,1241,0.371612164210854,2,0,0.315780849648522,0,0,31,21,1307,1035,103534,199549,2235.75,0.776736611541197,3,3490,0.248912,0.238635835100316,1563.00429348957,1.25416718930541,0,56
3391,30,22132,511,10,16194,24,2,269,0.242832045048084,2,1,0.53546068769132,0,0,23,17,22137,1827,23964,240598,1844.33333333333,0.6856298724276,5,6963,0.235694,0.246874070276999,861.760621805003,0.613099921455812,0,60
3392,39,29454,625,18,53072,96,3,408,0.138588038180613,4,1,0.238428211800487,0,0,24,25,901,604,70959,4357,2454.5,0.649625200286939,3,66602,0.275572,0.282494238070826,1399.27449346013,0.736310651236558,0,48
3393,39,19225,594,17,16398,72,2,494,0.38022194960188,3,0,0.132988268360852,0,1,33,11,468,2808,195284,3963,1602.08333333333,0.840143693642451,1,191321,0.234398,0.28116133159625,473.579266170775,0.603950647284749,0,54
3394,63,58030,634,42,19858,60,1,425,0.385170455580127,3,1,0.199288093286889,0,0,23,7,8284,307,41091,35947,4835.83333333333,0.836431262417798,4,5144,0.207858,0.219174449922897,547.524665385201,0.201107978366748,0,48
3395,23,36518,470,0,18121,72,2,276,0.37935880203647,3,0,0.236506717935263,0,0,17,2,1498,544,27994,13151,3043.16666666667,0.631392960029154,4,17027.7307761905,0.298121,0.27653705371222,518.044894750402,0.260927179391117,0,57
3396,46,25570,588,23,33757,48,0,312,0.457983482455315,5,2,0.0850380523450592,0,1,19,23,6159,1740,106314,42627,2130.83333333333,0.769104566914451,5,63687,0.234757,0.2817084,1179.80616710682,0.700104575881183,0,60
3397,57,232510,646,32.2410972082183,29632,48,1,229,0.39555226675347,3,2,0.345307077724236,0,0,18,17,4434,747,295281,18975,19375.8333333333,0.895683609064518,6,276306,0.201632,0.218051441592812,930.45626053928,0.0598403299921352,1,34.4
3398,67,35529,629,41,18676,24,2,129,0.351066156422524,0,2,0.218147887550091,0,0,30,1,7723,4953,79625,43187,2960.75,0.524225140738407,5,36438,0.179176,0.169111027564666,922.586179677436,0.355175607422928,0,54
3399,35,48432,616,15,22033,60,1,379,0.392483541552444,6,2,0.157261865700314,1,0,19,25,2194,475,55685,47194,4036,0.651958054728879,8,8491,0.219033,0.228007863835335,618.601438333209,0.247175777585037,0,60
3400,45,115386,500,22,35202,60,1,726,0.193793083304988,8,0,0.402887814579846,0,0,19,22,1255,559,18103,15754,9615.5,0.949586251217153,7,2349,0.290202,0.267185878255517,1068.99159625582,0.186676885887974,1,43.2
3401,46,63134,613,25,18217,36,0,234,0.294977915587486,1,0,0.60264507776135,0,0,22,7,1921,6019,31031,50047,5261.16666666667,0.923639798157413,8,9214,0.196717,0.174849315851411,653.890782845475,0.168763097445841,1,44.8
3402,42,116316,555,19,17127,60,1,375,0.466852929535293,2,1,0.511722589230681,0,0,24,18,112659,828,147792,60221,9693,0.85762936064693,3,87571,0.244627,0.240444513358775,493.150948124664,0.0895647320875543,1,44.8
3403,38,28085,614,15,12543,36,0,249,0.455509888581797,9,2,0.143438486957854,0,0,23,16,2686,1462,16827,5313,2340.41666666667,0.829351933188632,8,11514,0.190543,0.199541958915357,465.850143895216,0.305437127532227,0,50
3404,45,84150,613,24,22049,48,0,188,0.225385690908959,6,0,0.81370478781321,0,0,22,8,5980,3345,59919,54609,7012.5,0.816695006189954,5,5310,0.210549,0.186311469388778,654.983803089985,0.120211594023527,1,44
3405,18,48150,524,3.55107368469382,24343,60,4,299,0.298637519733739,5,1,0.277930308462944,1,1,22,18,1337,1663,139451,75605,4012.5,0.812620862679324,7,63846,0.267343,0.218489057185996,670.237605010875,0.241554543304891,0,69
3406,48,108857,505,24,15911,96,2,1099,0.307917387811877,4,0,0.355829385998163,0,0,34,8,16641,511,34272,44462,9071.41666666667,0.8311456249129,8,7604,0.298411,0.28153575661893,418.457070788163,0.167278951739052,1,43.2
3407,41,62355,520,18,39234,36,1,414,0.143505459741154,2,1,0.399210743168459,0,0,18,13,4714,1740,19599,6771,5196.25,0.828719957610113,7,12828,0.264234,0.261941101195525,1584.82189275093,0.384666229059597,0,53
3408,37,30217,618,15,30070,36,0,556,0.191353474214673,5,1,0.713943129201967,0,1,34,7,4857,755,40291,9886,2518.08333333333,0.802237463678992,6,30405,0.20607,0.226988685231445,1159.28709024451,0.681187579274386,0,65
3409,64,300000,568,40,27514,120,0,480,0.214604958929147,4,3,0.578232359814401,0,0,19,5,4262,1696,25651,9922,25000,0.890974416624881,4,15729,0.298514,0.316410118659428,758.881835088044,0.0495552734035217,1,46.4
3410,31,15000,527,7,23201,48,0,536,0.492685116200992,4,1,0.463807870592495,0,0,20,17,8659,966,38892,36579,1250,0.906749363774162,3,8165.49070444444,0.254701,0.277897309433765,805.815628239169,1.07345250259134,0,59
3411,35,22496,534,14,22079,72,2,543,0.608662036365132,1,0,0.0936055438850172,1,0,25,14,1179,445,108994,4260,1874.66666666667,0.782193638677686,7,104734,0.270079,0.300235144425378,664.563018230624,0.644148124945212,0,62
3412,63,79300,546,42,35664,60,1,811,0.570673688728245,3,2,0.189712070018874,0,0,25,26,3765,1861,288481,26472,6608.33333333333,0.911553211624604,3,262009,0.267664,0.286119585257374,1123.63152221128,0.292756346362363,0,45
3413,30,55376,579,10,14875,60,0,215,0.0981876119319289,6,0,0.355499393746021,0,0,24,22,2484,3967,115008,40527,4614.66666666667,0.917424634991079,5,74481,0.230375,0.240701751562761,428.529600148317,0.139453106070857,0,54
3414,33,52809,633,11.4135841096866,29256,60,0,668,0.16572854288892,2,1,0.533822538716974,0,0,36,2,816,1179,73515,18982,4400.75,0.821206897315223,6,54533,0.217756,0.244746637236225,849.715302825283,0.344876510327849,0,56
3415,38,64561,578,18,6330,36,2,612,0.320068978348638,3,1,0.181430097392949,0,0,20,17,3108,2289,39805,16117,5380.08333333333,0.892330827837398,4,23688,0.20233,0.161864,223.126982933052,0.155225659379449,1,40
3416,50,26703,488,27,28892,36,2,572,0.318893425012902,1,1,0.172263590765593,0,0,23,25,1532,1159,19859,2168,2225.25,0.825400407932366,2,17691,0.269892,0.28098413202262,1196.61343421026,0.794793139741719,0,52
3417,42,86929,515,20.5327605314368,15799,48,0,701,0.383589512037591,6,1,0.288150694732691,0,0,18,17,9514,1981,23522,56936,7244.08333333333,0.829571594453753,5,8681,0.253299,0.273979240264913,545.199794661079,0.172030019164294,0,51
3418,24,39151,526,2,22831,60,3,303,0.133899749793927,3,0,0.169751163453353,0,0,15,20,4549,810,8643,45355,3262.58333333333,0.936118406396067,6,10280,0.264831,0.271067794593341,698.609889278991,0.306999021004518,0,50
3419,33,100221,557,12,13791,84,2,664,0.231429660555235,1,0,0.397896237887523,0,0,33,26,1074,332,15094,4252,8351.75,0.88495084129526,7,10842,0.260291,0.245698538599854,345.288937087315,0.120847599256122,1,42.4
3420,32,26730,453,6,13648,60,3,503,0.345932917091208,2,2,0.102808996859982,0,1,32,3,2007,1758,209842,36524,2227.5,0.834722346582044,6,168366.897733333,0.292148,0.311802820670428,451.504564820317,0.428509344476012,0,57
3421,39,69010,620,13,16720,108,0,490,0.136931978182033,2,2,0.366484126352673,0,0,27,10,1068,150,25686,7672,5750.83333333333,0.675845702147495,6,18014,0.25172,0.232083223688746,370.130201867837,0.14956618493572,0,50
3422,45,63446,532,24,18131,24,0,386,0.236391382286185,4,0,0.271362915504008,0,0,22,24,2077,690,26520,6999,5287.16666666667,0.745547165767469,3,19521,0.227131,0.208621242130423,930.445837557381,0.24898890474874,0,55
3423,45,91303,633,22,22326,72,0,477,0.0836002547736435,1,0,0.0375475093114148,0,0,22,22,1505,1606,52110,26939,7608.58333333333,0.730352637190869,7,25171,0.220826,0.247219038395638,597.595214240671,0.141234598763327,0,48
3424,18,45889,561,0,19462,48,5,262,0.298703275650392,1,1,0.0515823936851977,0,0,15,7,2609,520,56307,36689,3824.08333333333,0.733249899548655,7,19618,0.233962,0.218959199474529,612.072123941646,0.228570365170297,0,52
3425,52,38224,521,29,26606,60,0,407,0.268826403913854,4,0,0.38576898253247,0,0,19,9,1226,4102,33199,2988,3185.33333333333,0.861860902813337,4,30211,0.271106,0.290785712074995,845.797322615264,0.393301796551464,0,56
3426,43,29036,530,17,20865,36,3,253,0.269783083957969,2,0,0.485505663183039,0,0,20,7,1411,284,6830,34742,2419.66666666667,0.836538220118419,4,4273,0.240865,0.22041069741178,797.287184701503,0.434062757143478,0,59
3427,56,70911,599,33,33941,24,2,627,0.597873178167406,4,0,0.155516238466613,0,0,31,26,98,576,58248,16220,5909.25,0.865596706379582,5,42028,0.209441,0.228460067626185,1775.00853673618,0.406482808602814,0,51
3428,45,15000,573,22,24725,36,4,291,0.295232905642291,4,2,0.347978434087562,0,1,17,29,4405,405,30172,57584,1250,0.411566797807991,0,6662,0.223225,0.188828696503115,904.856530432962,0.95668522434637,0,62
3429,53,64681,567,29,22896,84,4,174,0.652377462552814,1,3,0.190212951289649,0,0,23,11,23082,4133,27215,22337,5390.08333333333,0.846802925033541,4,4878,0.264396,0.28338319427032,629.279296433931,0.149029105258224,0,52
3430,45,56652,542,20,28466,48,1,633,0.112677924506232,8,1,0.2649910767832,0,0,24,8,1932,548,64385,6193,4721,0.909206090303596,3,58192,0.252466,0.242894965390242,932.605535404478,0.331625828300038,0,53
3431,56,127188,587,32,12341,36,2,661,0.236317327246817,4,3,0.151142136049883,0,0,18,24,2258,744,83534,4543,10599,0.745521079674484,11,78991,0.203841,0.190582858241243,452.735704230379,0.105079319202791,1,36.8
3432,46,30396,608,22,21648,60,2,475,0.180474954868074,5,2,0.180486209529456,0,0,25,28,3830,318,4148,33776,2533,0.888384504024968,5,9630,0.222648,0.248639778228955,633.672289886148,0.437691389611586,0,47
3433,38,59363,582,19,11876,60,4,397,0.514856001301006,2,0,0.158275382849872,0,0,25,16,8260,819,51558,62124,4946.91666666667,0.825785101609201,2,3121,0.225876,0.215102492850976,324.70382451438,0.145889626436881,1,40.8
3434,67,78667,542,45,21855,72,0,253,0.0806330647584427,3,1,0.449130045335191,0,0,17,10,17137,23405,101459,64475,6555.58333333333,0.766146143702517,3,36984,0.265855,0.267674106796394,612.633996527564,0.132045304363085,0,58
3435,50,24261,538,26,18987,48,2,365,0.450476221754194,4,0,0.169362982258522,0,0,33,25,1364,776,7668,10289,2021.75,0.882053349042639,3,1880,0.244987,0.280973358505771,662.795629467399,0.508369298611302,0,53
3436,46,45868,596,23,48035,36,0,802,0.224181577553763,4,0,0.262473180474411,0,0,26,23,32310,286,49631,60411,3822.33333333333,0.896011048039229,3,10790.6096333333,0.235035,0.242518741332811,1890.9084555845,0.704519522695867,0,53
3437,24,20377,566,0,10318,36,1,1364,0.332977576626437,2,0,0.062369694066367,0,0,26,8,2694,591,16226,5277,1698.08333333333,0.718458565250333,9,10949,0.212318,0.206482881070257,386.87058832537,1.03108637482968,0,53
3438,24,79406,526,0,21186,72,2,457,0.122192901677225,1,0,0.0933429800017295,0,0,23,2,9347,1375,142950,21554,6617.16666666667,0.844972075606392,3,121396,0.273186,0.229436886649523,544.253773593697,0.151311554329954,1,39.2
3439,43,87075,655,23,16528,48,0,585,0.214243774026361,3,0,0.135748839273406,0,0,23,29,3065,2021,61880,936,7256.25,0.82602203452368,7,60944,0.184028,0.214208726664223,515.549873419143,0.151669233201604,1,35.2
3440,41,70929,616,16,17870,36,3,201,0.608036872488166,4,1,0.39103075167653,0,1,25,29,795,386,75170,2266,5910.75,0.937504659683703,9,72904,0.19487,0.170432153694575,637.498648010791,0.141859941295232,1,45.6
3441,32,34394,570,10,15465,36,1,624,0.388677737490024,4,0,0.143330600029189,0,0,23,21,11346,565,404526,10445,2866.16666666667,0.64461848293442,8,394081,0.215465,0.256037965854052,619.83506848682,0.433971646852412,0,45
3442,41,110546,544,17,50208,60,1,339,0.312749911416901,3,1,0.288170435510711,0,0,30,12,3538,3455,81069,19564,9212.16666666667,0.732302920703169,4,61505,0.283208,0.277473899702391,1555.62471063936,0.205665483397612,0,49
3443,59,28692,643,37,111428,48,3,276,0.113701837384997,1,0,0.443416390264535,0,0,27,7,798,5162,52165,82493,2391,0.948469739591896,4,9696,0.284928,0.293057459904445,3967.208022782,1.77465831149394,0,55
3444,48,40571,455,21,41999,60,0,359,0.285551862446496,8,1,0.38088693123902,0,0,21,10,1979,5362,51556,486358,3380.91666666667,0.620875925682156,6,2433,0.319499,0.344265373296518,1475.17320988671,0.542507666033386,0,55
3445,26,19281,590,3,48363,96,2,173,0.18751360196479,1,0,0.678883151662113,0,0,27,3,7830,174,93090,109034,1606.75,0.97138970319083,2,9831,0.288363,0.258337821129974,1195.93131815349,0.851987750523412,0,62
3446,38,40194,578,17,19301,96,2,173,0.224548368204245,3,1,0.0849593252640097,0,0,34,17,2347,1525,161084,8394,3349.5,0.870250612090903,4,149083.3905,0.265301,0.26836675549627,490.305000194495,0.198031049468427,0,47
3447,30,69652,553,7,44879,108,0,355,0.348998345694165,6,0,0.490999664796232,0,0,16,22,3379,2163,15432,24402,5804.33333333333,0.384349555217943,3,10827,0.313379,0.265455027921022,1095.9433890615,0.24997588969072,0,56
3448,35,48527,524,12,12292,36,2,344,0.110712234760374,6,0,0.467263845684968,0,0,22,6,853,1837,117990,101761,4043.91666666667,0.908541972702437,7,16229,0.235292,0.243342493402084,484.410100628891,0.204853405476265,0,58
3449,35,30732,555,10,21218,60,0,382,0.179505480453105,2,1,0.440458458212388,0,0,26,3,3545,1322,284547,9142,2561,0.954584934515361,5,275405,0.248718,0.210115398606593,574.155932878369,0.373352570432787,0,53
3450,34,26907,599,11,18860,60,0,335,0.263313608092812,4,3,0.234260676439486,0,0,29,14,414,1919,250034,11724,2242.25,0.813506249165652,4,238310,0.22436,0.267023990024345,572.546308899107,0.40474804722894703,0,50
3451,24,33833,600,0,26317,48,3,471,0.32384603086747,4,1,0.697873469182791,0,0,28,23,11728,344,56843,17726,2819.41666666667,0.921336043074245,3,39117,0.221317,0.24527163183805,865.670182616102,0.474094587869631,0,56
3452,38,32685,624,16,14535,36,0,355,0.43595603160896,5,2,0.333080404331111,0,0,30,17,1423,2570,31710,8816,2723.75,0.742647258181192,4,22894,0.187535,0.187998649894263,531.325635616379,0.325406382970676,0,56
3453,33,52281,517,11,23389,84,3,721,0.442009154438141,3,1,0.253700962854803,0,0,22,25,29182,3746,42664,4732,4356.75,0.876116830752254,6,37932,0.289889,0.282423054313691,641.343242573697,0.312697134922522,0,56
3454,18,146377,535,0,21377,60,2,542,0.0772779533143871,2,1,0.470138721366505,0,1,30,7,3723,6150,133519,17530,12198.0833333333,0.581706510912449,4,115989,0.258877,0.291932228980693,681.062808553195,0.100266802179566,0,56
3455,64,44825,668,41,66659,48,3,263,0.259580147708617,1,1,0.671674113672772,0,0,19,17,4253,472,14877,25458,3735.41666666667,0.931425759171195,5,3628,0.227659,0.252450363813725,2219.3408858467,0.66454189916699,0,53
